,address,coordinates
325,"ул. Перерва, д. 59, Москва","[37.764213666882, 55.6661547]"
326,"проезд. Погонный, д. 14, Москва","[37.71055580017635, 55.8194533]"
327,"ул. Покровская, д. 12, Москва","[37.938967116308646, 55.69907955]"
328,"ул. Покровская, д. 17, к. 5, Москва","[37.93094038241931, 55.69879525]"
329,"ул. Покровская, д. 17А, к. 1, Москва","[37.93554147626223, 55.69853225]"
330,"ул. Покрышкина, д. 3, Москва","[37.47039324999999, 55.663698350000004]"
331,"ул. Полины Осипенко, д. 2, к. 1, Москва","[37.53808045, 55.77792915]"
332,"ул. Полины Осипенко, д. 2, Москва","[37.53858859113902, 55.77762525]"
333,"ул. Полины Осипенко, д. 2, к. 3, Москва","[37.541690850827486, 55.7787521]"
334,"ул. Полины Осипенко, д. 8, Москва","[37.5364611, 55.779694]"
335,"ул. Профсоюзная, д. 25, к. 1, Москва","[37.562537097266556, 55.674035]"
336,"ш. Пятницкое, д. 15, к. 1, Москва","[37.3818894, 55.8420448]"
337,"ш. Пятницкое, д. 15, к. 3, Москва","[37.3802675, 55.841068050000004]"
338,"ш. Пятницкое, д. 21, Москва","[37.3713496, 55.8472334]"
339,"п. Московский, г. Московский, ул. Радужная, д. 9, Москва",0
340,"пер. Рогачевский, д. 7, к. 1, Москва","[37.55371595, 55.8689614]"
341,"ул. Рождественская, д. 27, к. 1, Москва","[37.92386130996519, 55.70719405]"
342,"ул. Рождественская, д. 33, Москва","[37.9312738, 55.7027569]"
343,"пр-кт. Рязанский, д. 2/1, к. 2, Москва","[37.737596, 55.728515]"
344,"ул. Саморы Машела, д. 8, Москва","[37.5001788, 55.6480247]"
345,"ул. Саморы Машела, д. 8, к. 2, Москва","[37.50046407013253, 55.64695715]"
346,"ул. Свободы, д. 99, к. 1, Москва","[37.4412804, 55.8708878]"
347,"пр-кт. Севастопольский, д. 28, к. 7, Москва","[37.57438207035362, 55.66437345]"
348,"б-р. Симферопольский, д. 30, к. 1, Москва","[37.603842549999996, 55.6427871]"
349,"б-р. Симферопольский, д. 30, к. 2, Москва","[37.60265375, 55.64288075]"
350,"б-р. Симферопольский, д. 30, к. 3, Москва","[37.60299035, 55.64313735]"
351,"ул. Синявинская, д. 11, к. 1, Москва","[37.34610172559752, 55.949526649999996]"
352,"ул. Синявинская, д. 11, к. 6, Москва","[37.34507640347711, 55.9453371]"
353,"ул. Синявинская, д. 11, к. 7, Москва","[37.3457166, 55.9450237]"
354,"ул. Синявинская, д. 11, к. 8, Москва","[37.34622, 55.9445558]"
355,"ул. Синявинская, д. 11, к. 11, Москва","[37.34884445, 55.947553549999995]"
356,"ул. Синявинская, д. 11, к. 12, Москва","[37.349394950000004, 55.9472308]"
357,"ул. Смольная, д. 61, к. 1, Москва","[37.472050202425876, 55.868484699999996]"
358,"ул. Снежная, д. 19, к. 2, Москва","[37.64909027792345, 55.854454000000004]"
359,"ул. Снежная, д. 28, Москва","[37.65443272315839, 55.85512565]"
360,"пр-кт. Солнцевский, д. 6, к. 1, Москва","[37.40014189822995, 55.65411335]"
361,"проезд. Соловьиный, д. 1, Москва","[37.544067634285106, 55.6194517]"
362,"п. Сосенское, п. Коммунарка, ул. Сосенский Стан, д. 17, Москва",0
363,"проезд. Студеный, д. 2, к. 1, Москва","[37.6547092, 55.8933351]"
364,"проезд. Студеный, д. 14, Москва","[37.66114629743198, 55.89289315]"
365,"ул. Твардовского, д. 2, к. 4, Москва","[37.3890005, 55.7988892]"
366,"ул. Твардовского, д. 2, к. 5, Москва","[37.38935187232179, 55.79849015]"
367,"ул. Твардовского, д. 12, Москва","[37.397607949999994, 55.7940572]"
368,"ул. Твардовского, д. 12, к. 1, Москва","[37.40041385, 55.79414695]"
369,"проезд. Тенистый, д. 2, к. 1, Москва","[37.63522009145312, 55.8586205]"
370,"ул. Удальцова, д. 3, к. 14, Москва","[37.50865194265157, 55.6722388]"
371,"ул. Удальцова, д. 5, к. 2, Москва","[37.516192897112546, 55.67190445]"
372,"ул. Удальцова, д. 5, к. 3, Москва","[37.51647244792927, 55.6721355]"
373,"ул. Удальцова, д. 7, к. 2, Москва","[37.5136583, 55.6713333]"
374,"ул. Удальцова, д. 17, к. 2, Москва","[37.512958007609654, 55.67280635]"
375,"ул. Удальцова, д. 17, к. 1, Москва","[37.51325324554384, 55.6731291]"
376,"ул. Удальцова, д. 19, к. 2, Москва","[37.51036525116179, 55.673070949999996]"
377,"проезд. Шмитовский, д. 16, стр. 1, Москва","[37.5488989, 55.7580637]"
378,"проезд. Электролитный, д. 16, к. 1, Москва","[37.61145216358874, 55.672238300000004]"
379,"проезд. Электролитный, д. 16, к. 2, Москва","[37.6108682, 55.6714937]"
380,"проезд. Электролитный, д. 16, к. 3, Москва","[37.6104101, 55.6705794]"
381,"проезд. Электролитный, д. 16, к. 4, Москва","[37.61154767996109, 55.670669200000006]"
382,"ш. Ярославское, д. 122, к. 1, Москва","[37.7122894, 55.8699372]"
383,"ул. Ярцевская, д. 24, к. 1, Москва","[37.4164913, 55.7411792]"
384,"ул. Ярцевская, д. 24, к. 2, Москва","[37.41499055, 55.73953975]"
385,"ул. Новокузьминская 1-я, д. 11, Москва","[37.7891769, 55.7149042]"
386,"проезд. Грайвороновский 2-й, д. 38, к. 1, Москва","[37.7469135, 55.725868]"
387,"проезд. Грайвороновский 2-й, д. 42, к. 2, Москва","[37.7477628, 55.7265693]"
388,"проезд. Грайвороновский 2-й, д. 42, к. 4, Москва","[37.73674953075302, 55.721663050000004]"
389,"пер. Щемиловский 2-й, д. 5А, Москва","[37.608204, 55.7770783]"
390,"ул. Владимирская 2-я, д. 45, Москва","[37.7693148, 55.7627052]"
391,"ул. Филевская 2-я, д. 8, Москва","[37.50075, 55.7490204]"
392,"линия. Северная 9-я, д. 23, к. 1, Москва","[37.5497869, 55.9366179]"
393,"линия. Северная 9-я, д. 23, к. 3, Москва","[37.5497869, 55.9366179]"
394,"линия. Северная 9-я, д. 25, к. 3, Москва","[37.5497869, 55.9366179]"
395,"ул. Абрамцевская, д. 7, Москва","[37.5733235, 55.9027357]"
396,"ул. Абрамцевская, д. 11, к. 3, Москва","[37.57325179962989, 55.9055794]"
397,"ул. Авиаконструктора Сухого, д. 2, к. 2, Москва","[37.5423718, 55.787104]"
398,"ул. Авиаконструктора Сухого, д. 2, к. 1, Москва","[37.5403125, 55.7855891]"
399,"ул. Адмирала Лазарева, д. 63, к. 1, Москва","[37.50790975174726, 55.53674035]"
400,"ул. Адмирала Лазарева, д. 63, к. 2, Москва","[37.50684615174727, 55.53664585]"
401,"ул. Адмирала Лазарева, д. 63, к. 3, Москва","[37.505882251747266, 55.536808449999995]"
402,"ул. Азовская, д. 24, к. 2, Москва","[37.5975314, 55.6516428]"
403,"ул. Базовская, д. 15, к. 15, Москва","[37.50529002544801, 55.87622365]"
404,"пр-кт. Балаклавский, д. 20, к. 1, Москва","[37.60009775, 55.6430014]"
405,"пр-кт. Балаклавский, д. 24, к. 1, Москва","[37.59723143144757, 55.643126550000005]"
406,"п. Сосенское, п. Коммунарка, ул. Бачуринская, д. 7, к. 1, Москва",0
407,"ул. Беловежская, д. 37, к. 1, Москва","[37.39387912055288, 55.71240755]"
408,"ул. Беломорская, д. 8, к. 1, Москва","[37.46940327477876, 55.861589699999996]"
409,"ул. Беломорская, д. 11, к. 1, Москва","[37.47161559221716, 55.86531455]"
410,"ул. Белореченская, д. 39, Москва","[37.77188315492958, 55.66425775]"
411,"ул. Белореченская, д. 41, к. 1, Москва","[37.77292119193825, 55.6633727]"
412,"ул. Берзарина, д. 28А, к. 1, Москва","[37.47544755160507, 55.790949850000004]"
413,"ул. Берзарина, д. 28А, к. 2, Москва","[37.47533890000001, 55.790474200000006]"
414,"ул. Берзарина, д. 28А, к. 3, Москва","[37.47556739045598, 55.7900834]"
415,"ул. Берзарина, д. 28А, к. 4, Москва","[37.47571205, 55.7895815]"
416,"б-р. Бескудниковский, д. 10, к. 5, Москва","[37.562879721774195, 55.8613163]"
417,"б-р. Бескудниковский, д. 20, к. 5, Москва","[37.5600744811524, 55.86541065]"
418,"б-р. Бескудниковский, д. 28, к. 5, Москва","[37.558297628921565, 55.8685184]"
419,"б-р. Бескудниковский, д. 30, к. 2, Москва","[37.55664671078753, 55.87060725]"
420,"б-р. Бескудниковский, д. 38, к. 1, Москва","[37.55243651575434, 55.8741847]"
421,"б-р. Бескудниковский, д. 58, к. 2, Москва","[37.5361794, 55.8744682]"
422,"ул. Очаковская Б., д. 44, к. 1, Москва",0
423,"ул. Брусилова, д. 27, к. 1, Москва","[37.59130482836422, 55.501550449999996]"
424,"ул. Брусилова, д. 27, к. 2, Москва","[37.59034217875251, 55.501887749999995]"
425,"ул. Брусилова, д. 27, к. 3, Москва","[37.589386128364225, 55.502222450000005]"
426,"ул. Брусилова, д. 35, к. 1, Москва","[37.597016507229114, 55.50138375]"
427,"ул. Брусилова, д. 37, к. 1, Москва","[37.59813405771158, 55.5015975]"
428,"ул. Брусилова, д. 39, к. 1, Москва","[37.599246306306675, 55.50190545]"
429,"ул. Ватутина, д. 18, к. 2, Москва","[37.45214940246751, 55.72240925]"
430,"пр-кт. Вернадского, д. 29, к. 1, Москва","[37.51649891636559, 55.680737199999996]"
431,"пр-кт. Вернадского, д. 54, Москва","[37.49482580046475, 55.6735938]"
432,"ул. Верхние Поля, д. 35, к. 1, Москва","[37.7565540087963, 55.6675329]"
433,"ул. Верхние Поля, д. 45, к. 1, Москва","[37.77404862145896, 55.667768949999996]"
434,"ул. Верхние Поля, д. 45, к. 2, Москва","[37.77534500972872, 55.6677706]"
435,"ул. Вилиса Лациса, д. 1, Москва","[37.4325622, 55.8647966]"
436,"ул. Вилиса Лациса, д. 17, к. 1, Москва","[37.42420850356223, 55.86327015]"
437,"ул. Вилиса Лациса, д. 21, к. 2, Москва","[37.422994, 55.8624827]"
438,"пр-кт. Волгоградский, д. 86, к. 1, Москва","[37.76865, 55.7041567]"
439,"пр-кт. Волгоградский, д. 96, к. 1, Москва","[37.77195649128424, 55.70380485]"
440,"пр-кт. Волгоградский, д. 106, к. 1, Москва","[37.775059649999996, 55.703398899999996]"
441,"пр-кт. Волгоградский, д. 183, к. 2, Москва","[37.8115619, 55.6959802]"
442,"ул. Высокая, д. 21, Москва","[37.66267324184931, 55.6817754]"
443,"ул. Генерала Белобородова, д. 24, Москва","[37.354103, 55.8308167]"
444,"ул. Герасима Курина, д. 20, Москва","[37.468091639168875, 55.73070145]"
445,"ул. Герасима Курина, д. 22, Москва","[37.46662222875796, 55.7305796]"
446,"ул. Герасима Курина, д. 42, Москва","[37.4634330873399, 55.7304825]"
447,"ул. Грина, д. 1, к. 8, Москва","[37.587366399972964, 55.56066985]"
448,"ул. Дмитрия Ульянова, д. 43, к. 3, Москва","[37.5942478721943, 55.682280000000006]"
449,"ш. Дмитровское, д. 94, к. 1, Москва","[37.54900117270306, 55.8748]"
450,"ш. Дмитровское, д. 96, к. 3, Москва","[37.5484076, 55.8772564]"
451,"ш. Дмитровское, д. 107, к. 4, Москва","[37.5397752, 55.8797828]"
452,"ул. Дыбенко, д. 14, к. 2, Москва","[37.48597116120611, 55.870596899999995]"
453,"ул. Дыбенко, д. 16, к. 1, Москва","[37.4851952, 55.871315]"
454,"ш. Загородное, д. 9, к. 3, Москва","[37.60806, 55.6938197]"
455,"ул. Загорьевская, д. 15, Москва","[37.6884684, 55.5804247]"
456,"ул. Загорьевская, д. 17, Москва","[37.689459370701314, 55.5805542]"
457,"ул. Загорьевская, д. 25, Москва","[37.6949952, 55.5830751]"
458,"пр-кт. Защитников Москвы, д. 7, к. 1, Москва","[37.91796578953514, 55.70032465]"
459,"пр-кт. Зеленый, д. 22, Москва","[37.7884063, 55.7508456]"
460,"б-р. Измайловский, д. 50, Москва","[37.807752148981564, 55.796316149999996]"
461,"ул. Кантемировская, д. 29, Москва","[37.6656706, 55.6372403]"
